package_id,date,time_of_day,driver_id,warehouse_id,delivery_zone_id,package_type,package_weight,package_width,package_height,package_depth,package_value,promised_delivery_time,actual_delivery_time,delivery_status,customer_rating,weather_condition,traffic_condition,fuel_consumption,vehicle_type,is_return_trip,customer_id,payment_method,promotional_code_used,is_new_customer,package_insurance,has_mobile_notification,delivery_cost,profitability,optimization_factor
13344226,2025-03-08,15:51,D050,W02,Z18,Standard,21.69,33.1,97.1,43.5,457.29,23.0,24.3,Slightly Delayed,4.0,Cloudy,Moderate,2.48,Van,False,C6081,Credit Card,True,False,True,True,16.73,0.32,0.5038613066221331
e9117f56,2025-01-13,11:33,D041,W07,Z03,Same-day,25.06,67.5,20.2,71.8,821.52,0.21666666666666667,16.9,Significantly Delayed,2.5,Snowy,Moderate,0.0,Bicycle,False,C9088,Credit Card,False,False,True,True,30.1,29.29,0.6967380156137295
e4289f2c,2025-01-25,15:38,D030,W08,Z 05,Fragile,19.95,75.1,23.4,48.8,832.68,6.0,7.6,Significantly Delayed,2.5,Foggy,Light,0.35,Van,False,C9958,Invoice,False,False,True,True,11.36,15.94,0.47239639883250395
b65e5f02,2025-03-13,13:13,D018,W02,Z26,Express,11.34,16.7,88.7,38.4,257.11,13.0,12.8,On Time,4.5,Clear,Light,0.0,Bicycle,False,C9713,PayPal,False,False,True,False,16.7,-1.13,0.8740765023392175
bf0f8f65,2025-03-02,13:21,D037,W02,Z06,Same-day,14.74,26.5,77.0,10.8,944.07,21.0,26.4,Significantly Delayed,2.0,Stormy,Heavy,2.95,Van,False,C9290,Invoice,False,False,False,True,39.77,-7.34,0.9177803964334605
111526f1,2025-03-15,10:26,D020,W04,Z02,Standard,13.07,65.8,31.7,28.1,643.3,18.0,20.1,Slightly Delayed,4.5,Rainy,Light,0.0,Bicycle,False,C1264,PayPal,True,False,False,True,20.05,-18.61,0.6048952172898724
cd71b07f,2025-03-22,15:58,D005,W04,Z28,Heavy,29.84,47.5,61.4,90.8,88.54,22.0,26.8,Significantly Delayed,3.0,Cloudy,Heavy,7.18,Truck,False,C7945,Cash,False,True,False,True,27.55,-24.88,0.7426705758129566
0b1d9e9b,2025-01-05,11:30,D013,W07,Z22,Fragile,10.76,58.3,38.6,47.6,607.58,12.0,17.6,Significantly Delayed,3.0,Cloudy,Severe,0.0,Bicycle,False,C4620,Cash,True,True,True,True,26.15,20.38,0.9755872764059946
5d660f99,2025-03-18,16:42,D033,W03,Z22,Same-day,8.81,76.3,55.0,61.3,909.44,160.0,19.2,On Time,3.5,Clear,Severe,2.22,Van,False,C6353,Invoice,False,False,True,True,27.75,40.35,0.32954622237033426
278d205f,2025-02-14,13:04,D040,W04,Z17,Standard,13.29,68.4,12.4,38.2,444.34,1.0,3.8,Significantly Delayed,2.0,Rainy,Heavy,0.2,Motorcycle,False,C4400,PayPal,False,False,False,False,10.58,-25.18,0.7841739699015772
753a2857,2025-02-19,19:17,D044,W06,Z 25,Same-day,16.23,42.7,78.2,67.3,267.57,1.3,14.2,Slightly Delayed,3.5,Cloudy,Moderate,4.93,Truck,True,C8404,Cash,False,True,True,True,41.4,0.51,0.8988429485207299
50481342,2025-02-14,17:04,D047,W03,Z12,Standard,28.39,69.6,53.8,19.5,782.42,17.0,21.6,Significantly Delayed,2.5,Clear,Heavy,8.65,Truck,False,C9486,Invoice,False,True,True,False,22.2,11.87,0.24355119595869135
b4706636,2025-01-31,09:52,D021,W01,Z 01,Same-day,6.87,79.0,59.7,58.6,338.37,11.0,12.3,Slightly Delayed,3.0,Clear,Heavy,0.0,Bicycle,False,C3643,PayPal,False,False,False,True,39.59,2.06,0.08062590251689417
2ac7c097,2025-01-23,11:28,D043,W01,Z17,Standard,5.76,88.6,67.0,28.1,776.39,10.0,11.3,Slightly Delayed,4.0,Rainy,Moderate,0.45,Van,False,C1350,Credit Card,False,False,False,False,12.15,-16.36,0.0802564461012939
93c6ca15,2025-03-21,12:40,D032,W01,Z27,Refrigerated,6.05,43.4,37.5,22.8,578.42,10.0,12.0,Slightly Delayed,4.0,Clear,Moderate,1.0313865109208737,Van,True,C9166,Credit Card,False,False,False,True,25.0,-14.97,0.5016838535384672
0a73f559,2025-02-28,17:26,D003,W01,Z29,Standard,,34.7,92.9,22.0,114.1,23.0,23.5,Slightly Delayed,4.0,Cloudy,Moderate,0.32,Motorcycle,False,C4830,Credit Card,False,False,False,False,,,0.5332072927542273
6277dd5b,2025-02-03,15:05,D047,W03,Z19,Fragile,10.5,41.5,38.5,56.9,150.98,0.38333333333333336,27.3,Significantly Delayed,,Windy,Heavy,0.93,Van,False,C1761,Cash,False,True,True,True,21.26,-9.7,0.48814503216949034
4838be89,2025-03-15,19:49,D026,W06,Z 01,Express,,98.2,78.2,96.8,642.29,14.0,16.5,Slightly Delayed,4.0,Clear,Severe,1.22,Van,False,C1494,Invoice,False,False,False,True,,,0.4369803111354269
df8755d1,2025-01-05,11:38,D037,W02,Z 15,Heavy,10.09,54.3,82.6,36.8,119.04,2.0,3.5,Significantly Delayed,2.5,Clear,Light,0.78,Truck,False,C2135,Credit Card,False,False,False,True,14.78,-25.1,0.45098702430425464
4bbd175f,2025-02-24,11:34,D011,W02,Z17,Express,28.71,26.5,70.4,28.6,232.31,0.1,10.3,Significantly Delayed,1.5,Stormy,Severe,0.0,Bicycle,False,C7940,PayPal,True,False,True,True,16.95,-1.73,0.2270996225975589
6bc65e59,2025-03-16,14:05,D049,W02,Z 20,Same-day,26.07,59.5,76.6,52.8,917.24,9.0,10.5,Slightly Delayed,3.5,Clear,Moderate,2.31,Van,False,C3552,Cash,False,True,False,True,40.79,-12.65,0.25458072709180146
d30a79c9,2025-03-05,11:55,D043,W08,Z06,Express,6.15,73.5,24.7,55.6,592.27,1.1,13.9,Significantly Delayed,2.0,Rainy,Light,3.24,Van,False,C3746,PayPal,False,False,False,True,27.28,-13.79,0.6340263099116257
47e637ec,2025-03-05,08:27,D010,W01,Z22,Fragile,9.49,78.0,44.9,66.0,190.77,0.7,11.1,Significantly Delayed,3.0,Clear,Heavy,0.0,Bicycle,False,C9530,Invoice,False,False,False,True,20.88,-17.12,0.5539347026620167
753d6a90,2025-03-21,12:16,D007,W04,Z 10,Express,4.7,66.2,64.8,24.8,403.08,22.0,24.9,Slightly Delayed,3.5,Clear,Moderate,3.78,Truck,False,C4118,Invoice,False,False,True,False,32.95,3.35,0.6954226878485158
1c5a146a,2025-01-16,16:43,D005,W04,Z30,Refrigerated,18.82,57.7,68.4,58.5,647.29,2.0,8.0,Significantly Delayed,2.0,Stormy,Severe,4.0769063525082005,Truck,False,C3170,Invoice,True,False,False,False,31.74,-16.04,0.8791817645506802
ee8cf372,2025-03-22,19:33,D008,W06,Z19,Standard,9.27,98.3,78.4,69.8,324.84,15.0,17.8,Slightly Delayed,3.5,Stormy,Moderate,0.38,Motorcycle,False,C3915,Credit Card,False,False,False,True,14.28,-19.17,0.9718137480428528
c44b6414,2025-02-04,11:52,D039,W02,Z18,Fragile,8.31,24.8,88.2,25.5,331.75,110.0,12.0,On Time,4.0,Clear,Light,0.0,Bicycle,False,C7059,PayPal,False,False,False,True,23.87,-12.17,0.02082080640050077
96eba42b,2025-01-31,15:56,D010,W01,Z30,Standard,7.61,32.6,91.9,64.9,224.69,16.0,18.1,Slightly Delayed,4.0,Clear,Heavy,0.6,Motorcycle,False,C6028,Cash,False,False,False,True,12.16,-22.84,0.16305890148890956
9b8b2fe7,2025-02-06,18:27,D004,W05,Z 20,Standard,20.84,85.7,18.4,78.5,977.34,210.0,25.0,Slightly Delayed,4.0,Clear,Severe,2.29,Van,False,C2641,PayPal,True,False,True,True,20.63,28.52,0.2811403118443766
e0cec4c0,2025-02-20,17:12,D014,W05,Z29,Fragile,18.87,78.7,98.3,15.6,318.55,20.0,21.6,Slightly Delayed,4.0,Clear,Moderate,0.3,Motorcycle,False,C5426,Credit Card,False,False,False,False,15.29,-21.08,0.41484447951297465
5fbdb247,2025-03-28,19:34,D010,W04,Z09,Refrigerated,22.23,43.5,83.1,93.0,314.02,13.0,14.6,Slightly Delayed,4.5,Cloudy,Heavy,0.0,Bicycle,True,C2093,Cash,False,False,False,True,23.65,0.25,0.008687401997046651
8cc8126f,2025-02-04,16:07,D035,W06,Z16,Standard,26.98,92.8,27.5,79.9,157.6,120.0,13.2,On Time,3.5,Cloudy,Moderate,0.0,Bicycle,False,C4396,Credit Card,False,False,True,False,13.96,-15.01,0.44335914999735027
161b30a4,2025-02-02,14:47,D040,W07,Z07,Refrigerated,3.01,21.0,19.7,86.0,289.55,19.0,42.84,Significantly Delayed,2.0,Stormy,Heavy,0.6754240839267142,Motorcycle,False,C9365,Credit Card,False,False,False,True,34.12,-10.600000000000001,0.059326557291727866
aadbc947,2025-02-20,13:48,D035,W02,Z24,Standard,,83.9,82.5,42.2,158.68,22.0,25.3,Slightly Delayed,4.0,Clear,Moderate,3.61,Van,False,C3958,Cash,False,False,False,False,,,0.15667905992999231
13fc225f,2025-01-25,09:35,D005,W05,Z 10,Heavy,3.38,58.0,68.2,13.2,,13.0,15.4,Slightly Delayed,4.0,Cloudy,Light,1.84,Van,False,C2951,Credit Card,False,True,False,False,24.26,,0.12755079248902934
8bb85a47,2025-03-26,16:56,D028,W03,Z07,Same-day,11.56,77.0,85.7,48.5,862.58,0.2,5.760000000000001,Significantly Delayed,1.5,Cloudy,Moderate,0.64,Motorcycle,False,C5468,Invoice,False,False,True,True,34.15,103.80000000000001,0.058976693084815346
57bb6d0f,2025-03-16,12:24,D005,W02,Z03,Heavy,4.12,75.8,81.2,75.5,653.34,14.0,16.1,Slightly Delayed,4.0,Cloudy,Moderate,1.79,Truck,False,C9811,Credit Card,False,False,True,True,19.82,13.74,0.3365785901784676
ebbc3c81,2025-02-19,17:34,D017,W08,Z13,Refrigerated,7.92,29.0,23.3,11.6,787.21,0.2,4.6,Significantly Delayed,2.5,Clear,Moderate,0.0,Bicycle,False,C6573,PayPal,False,False,True,True,24.55,36.68,0.594771506898415
80b60649,2025-02-20,13:34,D036,W01,Z02,Fragile,15.88,39.5,52.1,71.2,832.81,6.0,8.4,Significantly Delayed,3.0,Clear,Moderate,0.87,Motorcycle,False,C9371,PayPal,False,True,False,True,27.34,-14.74,0.40889318965949883
bf880dc7,2025-01-20,16:01,D025,W04,Z 25,Heavy,9.45,34.4,31.2,36.3,492.36,0.26666666666666666,22.0,Significantly Delayed,2.5,Stormy,Heavy,0.0,Bicycle,False,C5313,Invoice,False,True,False,True,31.85,-14.9,0.250017204811684
74d2a42d,2025-02-11,09:37,D007,W04,Z 15,Express,0.29,23.9,78.5,83.1,260.29,140.0,17.3,On Time,2.0,Clear,Severe,0.13,Motorcycle,False,C1234,PayPal,False,True,False,True,15.58,-10.06,0.8890922613569899
71a4daa6,2025-01-16,15:52,D050,W04,Z27,Same-day,8.45,76.2,54.0,22.3,872.51,20.0,18.9,On Time,5.0,Clear,Light,0.34,Motorcycle,False,C6635,Cash,False,True,False,False,26.84,-2.95,0.7711174313972902
7d17fe9c,2025-02-11,15:30,D012,W03,Z14,Express,16.54,22.7,64.9,73.2,896.13,70.0,7.9,On Time,3.5,Clear,Moderate,0.0,Bicycle,False,C7528,PayPal,False,False,True,True,27.47,37.41,0.15401409963053636
9c5833b2,2025-01-10,10:09,D039,W05,Z19,Refrigerated,3.98,26.0,34.8,61.3,278.23,5.0,6.9,Significantly Delayed,2.0,Clear,Moderate,1.0252135170813665,Van,False,C7629,Credit Card,False,False,False,True,15.32,-7.77,0.917611376339623
88c9b144,2025-03-23,19:02,D048,W06,Z02,Fragile,12.44,78.5,24.4,97.3,664.07,16.0,21.0,Significantly Delayed,2.0,Cloudy,Severe,3.61,Truck,False,C7286,Invoice,False,False,False,True,23.82,-17.67,0.2682899799808238
0edc0014,2025-02-20,18:09,D047,W03,Z 20,Same-day,8.22,29.1,13.3,67.3,971.06,17.0,18.7,Slightly Delayed,3.0,Clear,Heavy,2.1,Van,False,C2408,Cash,False,False,True,True,32.24,41.55,0.07371214780268853
36b57ae9,2025-03-14,17:16,D037,W03,Z30,Standard,2.39,77.6,54.7,87.1,964.5,11.0,15.7,Significantly Delayed,2.5,Windy,Severe,1.27,Van,False,C2844,Credit Card,False,False,False,True,18.68,-18.49,0.19232481516027333
153fbdb5,2025-03-10,13:40,D014,W04,Z30,Fragile,15.69,87.0,90.1,98.3,208.66,0.11666666666666667,9.3,Significantly Delayed,2.5,Cloudy,Moderate,1.33,Van,False,C8790,Cash,False,False,False,True,16.55,-21.69,0.2776950267242234
0aa9298e,2025-01-20,12:03,D017,W02,Z 15,Refrigerated,12.29,45.4,80.3,11.5,982.24,0.08333333333333333,7.2,Significantly Delayed,3.0,Foggy,Moderate,0.2534970797663813,Motorcycle,False,C2516,PayPal,False,False,True,True,16.43,28.64,0.40116554514051017
170045e2,2025-03-26,15:10,D035,W07,Z 10,Standard,10.72,36.8,68.0,57.7,961.45,2.2,25.2,Slightly Delayed,4.0,Clear,Severe,1.96,Van,False,C3927,PayPal,False,False,False,True,14.56,-26.36,0.8785720619809401
ff442048,2025-02-07,10:09,D039,W07,Z17,Standard,12.53,80.4,68.8,34.1,356.72,22.0,23.3,Slightly Delayed,4.0,Clear,Heavy,1.09,Truck,False,C2391,PayPal,False,False,False,True,8.65,-23.46,0.43748407787970367
4b12025b,2025-01-29,12:49,D043,W01,Z28,Standard,3.59,82.9,62.6,96.8,,2.0,23.9,Slightly Delayed,4.0,Clear,Heavy,0.0,Bicycle,False,C3393,PayPal,False,False,False,False,18.23,,0.42461067241517203
60c53dc2,2025-01-25,09:18,D001,W05,Z26,Standard,4.56,66.1,52.6,59.0,443.76,1.0,1.5,Significantly Delayed,2.5,Cloudy,Light,,Truck,False,C1184,Credit Card,False,True,True,False,12.1,,0.3431662892622688
82df5bb9,2025-03-05,16:08,D001,W07,Z 05,Heavy,26.83,85.8,66.5,99.4,58.35,0.6,11.4,Significantly Delayed,2.5,Snowy,Heavy,0.0,Bicycle,False,C6775,PayPal,False,False,True,True,15.26,-22.23,0.6157077020830708
eb1bd90b,2025-01-28,09:53,D037,W07,Z07,Refrigerated,11.53,61.6,79.8,53.9,200.37,40.0,14.76,On Time,2.0,Clear,Severe,1.5952798723897912,Van,False,C5896,Cash,False,False,True,True,31.89,16.0,0.472823565775771
80047991,2025-03-13,09:55,D037,W01,Z12,Fragile,26.8,90.4,53.4,42.1,21.46,14.0,19.9,Significantly Delayed,2.5,Snowy,Light,3.53,Van,False,C2299,Invoice,False,False,False,False,31.85,-8.57,0.7043235814159027
8740e230,2025-01-05,17:23,D039,W08,Z18,Express,27.98,94.7,73.7,19.8,893.45,2.0,4.1,Significantly Delayed,1.5,Clear,Light,0.0,Bicycle,False,C3428,Cash,True,False,True,True,23.12,37.73,0.6990310749752456
4587a53c,2025-03-16,19:53,D038,W02,Z07,Refrigerated,22.06,98.7,23.2,85.6,511.76,9.0,22.32,Significantly Delayed,2.0,Windy,Heavy,2.1224717977438194,Van,False,C4665,Credit Card,False,False,False,True,31.93,-2.475,0.2864600263883613
79b51d09,2025-01-07,18:15,D009,W01,Z 15,Heavy,22.27,94.7,96.4,33.8,511.28,210.0,24.0,On Time,3.5,Rainy,Heavy,0.89,Truck,False,C9896,Invoice,False,False,True,True,24.93,6.6,0.3235345863124732
ece55641,2025-01-17,08:54,D016,W03,Z23,Standard,16.79,13.6,43.1,23.8,658.5,14.0,14.5,Slightly Delayed,4.0,Cloudy,Light,0.0,Bicycle,True,C4497,Credit Card,False,False,False,False,15.43,-16.45,0.9963561653215386
743ec12c,2025-01-30,14:27,D042,W01,Z28,Standard,21.48,68.0,65.8,65.2,861.63,8.0,7.279999999999999,On Time,,Rainy,Light,3.24,Van,False,C5533,Cash,False,False,False,True,21.34,-29.744999999999997,0.31083153216436743
a81376e2,2025-02-16,16:06,D026,W03,Z 10,Heavy,12.69,72.1,17.8,61.4,,12.0,15.6,Significantly Delayed,2.5,Rainy,Moderate,0.78,Motorcycle,False,C1360,Invoice,False,False,False,True,24.83,,0.6990960526633169
558284d4,2025-01-27,10:21,D031,W03,Z22,Fragile,2.2,12.1,52.2,66.5,76.77,0.31666666666666665,24.9,Significantly Delayed,2.5,Snowy,Moderate,4.5,Truck,False,C5245,PayPal,False,False,True,True,29.83,-15.29,0.11199743736948597
eada8a32,2025-02-03,16:19,D016,W03,Z07,Heavy,4.31,28.5,39.7,44.0,853.37,0.26666666666666666,38.88,Significantly Delayed,2.0,Clear,Severe,1.27,Van,False,C7176,PayPal,False,False,False,True,16.03,-58.650000000000006,0.42301862007912505
a897ca7a,2025-02-06,08:39,D014,W08,Z24,Refrigerated,23.12,44.3,31.3,27.3,600.18,21.0,24.1,Slightly Delayed,5.0,Cloudy,Light,,Truck,False,C6173,PayPal,True,False,False,True,29.6,,0.45963223839547485
afe57ee7,2025-01-30,15:57,D046,W03,Z18,Express,14.38,92.6,90.4,67.4,351.58,2.0,7.0,Significantly Delayed,1.5,Foggy,Severe,2.58,Van,False,C3346,Invoice,False,False,False,True,33.94,-14.86,0.37412218325649227
124af7b9,2025-02-08,17:04,D027,W07,Z09,Standard,27.93,38.7,61.4,31.4,42.56,7.0,7.4,Slightly Delayed,4.0,Cloudy,Moderate,1.62,Truck,False,C1536,Credit Card,False,True,True,True,15.32,-13.6,0.269962460665655
b1ad2a7d,2025-02-18,13:37,D011,W02,Z07,Standard,25.55,70.3,59.6,69.1,321.15,220.0,44.64,On Time,2.0,Cloudy,Heavy,3.06,Truck,False,C2941,Credit Card,False,False,False,True,18.65,-54.574999999999996,0.27678370850110445
f2f97f93,2025-03-13,09:29,D036,W04,Z06,Express,6.49,48.9,22.6,99.7,384.89,12.0,16.3,Significantly Delayed,2.0,Cloudy,Heavy,1.37,Motorcycle,False,C5022,Invoice,False,False,True,True,38.69,8.95,0.4431518592566105
8397bbfa,2025-01-08,16:03,D031,W07,Z26,Heavy,15.0,56.0,65.9,37.8,801.09,2.2,25.8,Slightly Delayed,4.0,Stormy,Light,0.48,Motorcycle,False,C6839,Invoice,False,False,False,False,22.63,-14.08,0.46080593808705017
037b9384,2025-03-07,12:30,D006,W06,Z07,Same-day,26.05,12.9,99.2,50.8,212.32,16.0,32.04,Significantly Delayed,2.0,Cloudy,Heavy,0.0,Bicycle,False,C2945,PayPal,False,False,False,True,37.42,-21.924999999999997,0.993398004757313
817e941b,2025-03-31,15:19,D029,W03,Z14,Refrigerated,6.37,18.2,51.8,20.0,586.08,0.11666666666666667,8.2,Significantly Delayed,4.0,Cloudy,Light,0.7370461636930954,Motorcycle,False,C3753,Cash,False,False,False,False,20.85,-8.89,0.8402377273274715
6958532f,2025-02-07,09:00,D038,W05,Z 10,Same-day,,39.3,85.0,34.9,232.57,9.0,9.3,Slightly Delayed,4.0,Clear,Moderate,1.83,Van,False,C7312,PayPal,False,False,False,True,,,0.80016798391804
fe62d55a,2025-02-11,13:32,D029,W03,Z12,Same-day,29.13,47.6,23.0,57.0,122.15,120.0,14.0,On Time,3.5,Clear,Moderate,1.51,Motorcycle,False,C2846,PayPal,False,False,False,True,37.17,-3.69,0.7676143031396218
6da89b62,2025-01-30,16:30,D030,W03,Z 01,Express,8.98,56.2,11.8,26.3,25.02,15.0,15.3,Slightly Delayed,4.0,Clear,Moderate,2.87,Truck,False,C9956,Invoice,False,False,False,True,31.9,-8.17,0.973797324680686
39d6277a,2025-01-29,15:24,D003,W02,Z02,Express,0.44,66.1,68.6,38.0,913.63,0.1,2.7,Significantly Delayed,2.0,Rainy,Moderate,,Truck,False,C9744,Credit Card,False,False,False,True,21.62,,0.6178214836424631
eda8287c,2025-03-01,09:10,D048,W02,Z17,Heavy,19.02,22.4,32.1,62.8,869.9,17.0,20.2,Slightly Delayed,4.0,Rainy,Heavy,0.2,Motorcycle,False,C8041,PayPal,False,True,False,False,16.73,-16.89,0.3397483591146091
f19bcaf0,2025-03-16,09:58,D010,W08,Z 10,Standard,14.69,33.0,66.2,67.2,638.66,4.0,5.1,Significantly Delayed,2.5,Clear,Light,0.75,Motorcycle,False,C6443,PayPal,False,False,False,False,20.65,-22.63,0.9864367930234231
7693fd83,2025-02-05,16:44,D004,W02,Z24,Refrigerated,21.61,41.1,78.0,90.1,148.64,0.5,9.7,Significantly Delayed,2.0,Rainy,Moderate,3.620478438275062,Van,False,C3516,Credit Card,False,False,False,True,28.93,-4.55,0.7787304345424686
2903a24a,2025-03-05,19:14,D026,W01,Z21,Fragile,14.91,54.1,65.9,85.0,984.26,0.5,7.0,Significantly Delayed,2.5,Clear,Moderate,0.58,Motorcycle,False,C5772,Cash,False,True,False,False,16.77,-19.99,0.2920344215852575
9493bf84,2025-02-21,16:57,D050,W02,Z14,Express,21.78,49.6,78.0,40.8,,7.0,8.0,Slightly Delayed,4.0,Clear,Light,0.0,Bicycle,False,C7195,PayPal,False,False,False,False,24.25,,0.7627815400067258
e197e510,2025-03-11,17:10,D031,W02,Z02,Standard,,41.8,25.7,67.9,554.24,150.0,16.6,On Time,4.0,Clear,Moderate,0.82,Motorcycle,False,C4389,PayPal,False,False,True,True,,,0.8430256178699028
19781d8c,2025-02-09,14:47,D025,W07,Z07,Heavy,19.76,78.2,77.7,45.6,115.61,11.0,25.56,Significantly Delayed,2.0,Clear,Heavy,0.69,Motorcycle,False,C5298,PayPal,False,True,True,False,16.87,-38.75,0.29793968716630126
eb2f6a1c,2025-01-27,08:05,D039,W07,Z13,Refrigerated,27.25,13.7,94.2,94.6,184.21,0.23333333333333334,17.6,Significantly Delayed,3.0,Cloudy,Moderate,1.1248757400592047,Motorcycle,False,C9028,Credit Card,False,False,False,True,32.29,-8.76,0.6160276749049005
bb79b3f6,2025-03-16,10:17,D020,W04,Z03,Same-day,5.67,83.6,53.7,23.3,249.14,11.0,16.3,Significantly Delayed,1.5,Stormy,Severe,1.02,Van,False,C6693,PayPal,False,False,False,True,37.37,-2.87,0.11078790425665441
13509d86,2025-03-18,08:53,D030,W03,Z 10,Refrigerated,2.53,97.7,46.8,69.7,300.64,70.0,10.5,On Time,2.0,Cloudy,Heavy,4.279235138811106,Truck,False,C8850,Credit Card,False,False,True,True,32.28,4.96,0.7981858506211441
af02e691,2025-01-18,14:46,D012,W02,Z14,Express,,50.3,74.6,32.9,170.62,23.0,25.8,Slightly Delayed,3.5,Clear,Heavy,1.23,Van,True,C2735,Cash,False,False,True,True,,,0.8692359737437456
2b27dee4,2025-01-18,18:15,D037,W07,Z18,Heavy,1.49,44.9,88.1,62.9,328.18,1.0,4.7,Significantly Delayed,3.0,Rainy,Moderate,0.0,Bicycle,False,C6513,PayPal,False,False,False,True,24.92,-22.19,0.8357462061380403
397a6e9f,2025-01-22,11:10,D018,W05,Z 05,Same-day,19.97,41.6,57.4,43.1,721.3,1.8,17.7,On Time,5.0,Cloudy,Light,0.0,Bicycle,False,C4724,PayPal,False,False,False,True,23.38,-13.05,0.23334320654103624
aa1d28ac,2025-01-07,08:19,D014,W03,Z26,Refrigerated,13.75,91.7,43.5,80.7,607.92,160.0,20.3,On Time,2.5,Cloudy,Severe,0.5607132570605649,Motorcycle,False,C3215,Credit Card,True,False,False,False,22.09,-12.07,0.08241956495085301
50ba2634,2025-02-27,17:33,D017,W04,Z 20,Refrigerated,5.64,47.8,61.9,26.0,696.25,3.0,4.5,Significantly Delayed,2.5,Cloudy,Light,2.669342647411793,Van,True,C3376,PayPal,True,True,False,True,23.15,-12.46,0.4313628548413515
64755405,2025-03-10,17:26,D048,W01,Z27,Refrigerated,3.33,60.7,95.6,18.7,191.38,0.21666666666666667,14.3,Significantly Delayed,4.0,Clear,Moderate,0.0,Bicycle,False,C8684,Invoice,False,False,False,True,21.98,-9.9,0.9650918325291187
371bd676,2025-01-21,17:00,D013,W06,Z 01,Same-day,23.89,93.2,63.1,73.8,400.99,50.0,6.7,On Time,2.0,Rainy,Heavy,0.0,Bicycle,False,C4825,Credit Card,False,False,False,True,40.77,-20.19,0.7636142998202184
d94c3866,2025-02-11,08:23,D036,W02,Z29,Fragile,12.43,15.5,74.3,32.8,326.72,10.0,2.1,On Time,,Rainy,Moderate,1.49,Truck,False,C7758,Invoice,True,False,True,True,21.34,-5.14,0.09898470428600414
d7d78b82,2025-02-21,15:24,D007,W02,Z11,Heavy,25.9,13.8,94.7,82.8,546.62,16.0,22.0,Significantly Delayed,2.0,Clear,Severe,2.68,Van,False,C5306,PayPal,False,False,False,False,27.69,-22.11,0.37396745438489154
ebdd21e0,2025-03-13,09:16,D041,W08,Z30,Refrigerated,26.26,41.0,79.6,46.1,195.47,9.0,10.3,Slightly Delayed,4.0,Cloudy,Light,,Truck,False,C8173,PayPal,True,False,False,True,35.42,,0.5890937272830485
